date,ranking,name,id,visits,average_ccu,session_length
2025-05-25,5,💎 Bubble Gum Simulator INFINITY,85896571713843,5002119,171647.0833,54.324997753317696
2025-05-25,6,The Strongest Battlegrounds,10449761463,35283039,242210.3528,10.05270897160084
2025-05-25,7,Forsaken,18687417158,12702288,168760.4792,19.132566022069668
2025-05-25,8,📺 Dandy's World [ALPHA],16116270224,19949089,166163.0569,12.021628075575876
2025-05-25,9,[HIORI] Blue Lock: Rivals,18668065416,17482580,158296.3681,13.056006530736795
2025-05-25,10,Murder Mystery 2,142823291,12217211,96878.1042,11.491045197446121
2025-05-26,1,[⛲] Grow a Garden 🍅,126884695634066,201018155,1952038.8917,14.236129006400978
2025-05-26,2,Brookhaven 🏡RP,4924922222,44918825,494289.5653,15.890690043707641
2025-05-26,3,Dead Rails [Alpha],116495829188952,33890380,381347.6181,16.198879972266624
2025-05-26,4,[☄️⭐GRAVITY] Blox Fruits,2753915549,26577276,281398.1792,15.563559366900584
2025-05-26,5,💎 Bubble Gum Simulator INFINITY,85896571713843,6628503,206476.0417,45.10495790227147
2025-05-26,6,The Strongest Battlegrounds,10449761463,23236594,160991.6583,9.973821389584135
2025-05-26,7,Forsaken,18687417158,10887153,141085.9792,18.615281958604616
2025-05-26,8,Blue Lock: Rivals,18668065416,11725244,119910.3319,15.021683110134527
2025-05-26,9,📺 Dandy's World [ALPHA],16116270224,15104366,125822.8028,12.057828274671907
2025-05-26,10,Murder Mystery 2,142823291,10655757,83835.7431,11.367598638682395
2025-05-27,1,[⛲] Grow a Garden 🍅,126884695634066,196773554,1873904.7051,14.155558237576038
2025-05-27,2,Brookhaven 🏡RP,4924922222,43082459,463248.8512,15.58464034209971
2025-05-27,3,Dead Rails [Alpha],116495829188952,31908541,362898.79,16.394225731619862
2025-05-27,4,[☄️⭐GRAVITY] Blox Fruits,2753915549,24893338,279228.4548,16.21918110506209
2025-05-27,5,💎 Bubble Gum Simulator INFINITY,85896571713843,6504376,217041.3333,48.30298173273348
2025-05-27,6,The Strongest Battlegrounds,10449761463,19050538,134155.1419,10.202019398335663
2025-05-27,7,Forsaken,18687417158,10458871,132675.125,18.298634245907927
2025-05-27,8,Blue Lock: Rivals,18668065416,10476984,111444.662,15.662253191790647
2025-05-27,9,📺 Dandy's World [ALPHA],16116270224,12744939,106588.1099,12.098026978125203
2025-05-27,10,Murder Mystery 2,142823291,10171553,80189.3681,11.3768149497167
2025-05-28,1,[⛲] Grow a Garden 🍅,126884695634066,200081649,1892936.118,13.976593360225806
2025-05-28,2,Brookhaven 🏡RP,4924922222,43487966,466281.7865,15.460585554956124
2025-05-28,3,Dead Rails [Alpha],116495829188952,31904338,363629.4803,16.43066441539821
2025-05-28,4,[☄️⭐GRAVITY] Blox Fruits,2753915549,24303824,271665.5393,16.08155327482274
2025-05-28,5,Forsaken,18687417158,10835735,137715.9362,18.333694436837273
2025-05-28,6,The Strongest Battlegrounds,10449761463,18461802,128973.5983,10.111155696792617
2025-05-28,7,Blue Lock: Rivals,18668065416,10361945,109168.4944,15.543005541326407
2025-05-28,8,📺 Dandy's World [ALPHA],16116270224,12234093,103096.3244,12.166067991116531
2025-05-28,9,💎 Bubble Gum Simulator INFINITY,85896571713843,6185707,181569.0638,42.659492084651326
2025-05-28,10,RIVALS,17625359962,20726106,84448.0638,5.878151009770066
2025-05-29,1,[⛲] Grow a Garden 🍅,126884695634066,213289128,2003318.8431,13.747701169776771
2025-05-29,2,Brookhaven 🏡RP,4924922222,45346935,495798.7556,15.786750504143152
2025-05-29,3,Dead Rails [Alpha],116495829188952,32884662,375462.5028,16.423184108115798
2025-05-29,4,[☄️⭐GRAVITY] Blox Fruits,2753915549,24868830,278386.2236,16.145499045752146
2025-05-29,5,Forsaken,18687417158,11308721,146109.5625,18.645139979480167
2025-05-29,6,The Strongest Battlegrounds,10449761463,18156402,128749.7069,10.255741217124775
2025-05-29,7,Blue Lock: Rivals,18668065416,10441291,109338.6111,15.329530115615048
2025-05-29,8,💎 Bubble Gum Simulator INFINITY,85896571713843,5092027,110623.625,30.907993510723266
2025-05-29,9,📺 Dandy's World [ALPHA],16116270224,12065545,109444.9028,13.148494608229056
2025-05-29,10,RIVALS,17625359962,21411155,87123.0417,5.895625386118092
2025-05-30,1,[⌛] Grow a Garden 🍅,126884695634066,225780665,2119668.7986,13.742130067840721
2025-05-30,2,Brookhaven 🏡RP,4924922222,48082403,527115.5472,15.834845423552482
2025-05-30,3,Dead Rails [Alpha],116495829188952,37638035,402848.7083,16.869628704629864
2025-05-30,4,[☄️⭐GRAVITY] Blox Fruits,2753915549,26050375,291094.625,16.186307586878883
2025-05-30,5,Forsaken,18687417158,12424299,161212.5208,18.715639709928062
2025-05-30,6,The Strongest Battlegrounds,10449761463,18853931,134402.2792,10.315430572138743
2025-05-30,7,RIVALS,17625359962,24783023,101841.9583,5.964049093977554
2025-05-30,8,📺 Dandy's World [ALPHA],16116270224,12850946,114004.7278,12.83560696668525
2025-05-30,9,[24 Hours] Blue Lock: Rivals,18668065416,10808280,111741.4514,15.205912788744131
2025-05-30,10,💎 Bubble Gum Simulator INFINITY,85896571713843,4544084,123549.1667,39.34034811742715
2025-05-31,1,[🐝] Grow a Garden 🌻,126884695634066,299302952,3189965.3278,15.13568115586003
2025-05-31,2,Brookhaven 🏡RP,4924922222,53981592,595882.8875,15.85206845401795
2025-05-31,3,Dead Rails [Alpha],116495829188952,48325857,393243.6292,11.55742551313668
2025-05-31,4,[☄️⭐GRAVITY] Blox Fruits,2753915549,28763480,322865.1486,16.13112860499409
2025-05-31,5,[AIKU] Blue Lock: Rivals,18668065416,22539489,180077.7153,13.813387989460534
2025-05-31,6,Forsaken,18687417158,13875106,181001.8958,18.695819402277866
2025-05-31,7,🗿 Bubble Gum Simulator INFINITY,85896571713843,5432482,157082.6458,42.756572893541836
2025-05-31,8,The Strongest Battlegrounds,10449761463,19629017,140139.1486,10.255735737934517
2025-05-31,9,RIVALS,17625359962,29419825,120680.5833,5.915532393653869
2025-05-31,10,📺 Dandy's World [ALPHA],16116270224,14468471,127125.1653,12.671982954051739
2025-06-01,1,[🐝] Grow a Garden 🌻,126884695634066,244735330,2681644.1613,15.72365225097493
2025-06-01,2,Brookhaven 🏡RP,4924922222,53729273,597182.854,15.950908071791115
2025-06-01,3,Dead Rails [Alpha],116495829188952,36243398,421571.2545,16.67036202730385
2025-06-01,4,Blox Fruits,2753915549,29074822,332310.6801,16.543108811653443
2025-06-01,5,🗿 Bubble Gum Simulator INFINITY,85896571713843,5611638,176530.875,44.79206248199655
2025-06-01,6,Forsaken,18687417158,13806537,183808.9375,19.10420488415814
2025-06-01,7,[AIKU] Blue Lock: Rivals,18668065416,19870213,187096.1613,13.693850466677345
2025-06-01,8,The Strongest Battlegrounds,10449761463,18366343,131249.4743,10.328677061665221
2025-06-01,9,📺 Dandy's World [ALPHA],16116270224,13608590,121147.3408,12.857817212220192
2025-06-01,10,RIVALS,17625359962,28171919,117070.3125,5.981708718909985
